,ID,Confidence,Boro,Date,Latitude,Longitude,Postcode,GoogleStreetViewURL
83,14158276,0.5,Manhattan,2023-03-01,40.77754,-73.98221,10023,"https://www.google.com/maps/@40.77754,-73.98221,3a,20y,278.73h,91.59t/data=!3m6!1e1!3m4!1sKZNrIOLGnzfacl0pkVoX6g!2e0!7i16384!8i8192?entry=ttu"
84,14730478,0.3,Manhattan,2021-08-01,40.71782,-73.99815,10013,"https://www.google.com/maps/@40.71782,-73.99815,3a,20y,162.51h,87.49t/data=!3m6!1e1!3m4!1spcexSFWKu440MFt9ORkNqQ!2e0!7i16384!8i8192?entry=ttu"
85,14884197,1.0,Manhattan,2023-03-01,40.71061,-74.00849,10038,"https://www.google.com/maps/@40.71061,-74.00849,3a,20y,112.44h,92.85t/data=!3m6!1e1!3m4!1s5YLSJjyHcCA7S5mWiL2opw!2e0!7i16384!8i8192?entry=ttu"
86,14914584,0.5,Manhattan,2022-07-01,40.777065,-73.98224,10023,"https://www.google.com/maps/@40.777065,-73.98224,3a,20y,327.88h,92.33t/data=!3m6!1e1!3m4!1smWTVqOkfC2N2WtZqCwD3fw!2e0!7i16384!8i8192?entry=ttu"
87,15237486,0.5,Manhattan,2022-07-01,40.777283,-73.98255,10069,"https://www.google.com/maps/@40.777283,-73.98255,3a,20y,343.51h,90.36t/data=!3m6!1e1!3m4!1sbOHFHi9rXB7DIv9FiLihrw!2e0!7i16384!8i8192?entry=ttu"
88,15248038,0.5,Manhattan,2023-04-01,40.713997,-73.99765,10013,"https://www.google.com/maps/@40.713997,-73.99765,3a,20y,105.30h,89.46t/data=!3m6!1e1!3m4!1sTMmmYgr03a5n1oZxDELKmQ!2e0!7i16384!8i8192?entry=ttu"
89,16350469,0.5,Manhattan,2022-08-01,40.737007,-73.99603,10011,"https://www.google.com/maps/@40.737007,-73.99603,3a,20y,20.20h,87.24t/data=!3m6!1e1!3m4!1sQqf2oYZPOUVKqvF1dJWpjw!2e0!7i16384!8i8192?entry=ttu"
90,16658443,0.5,Manhattan,2022-07-01,40.72486,-73.987305,10003,"https://www.google.com/maps/@40.72486,-73.987305,3a,20y,347.96h,90.14t/data=!3m6!1e1!3m4!1sCnROulOdIrdHnFceRhYjdA!2e0!7i16384!8i8192?entry=ttu"
91,16740935,0.5,Manhattan,2023-03-01,40.71051,-74.00829,10038,"https://www.google.com/maps/@40.71051,-74.00829,3a,20y,103.66h,96.69t/data=!3m6!1e1!3m4!1sgYe8Ds8YcutgSaKU6XMo9Q!2e0!7i16384!8i8192?entry=ttu"
92,17501983,1.0,Manhattan,2022-07-01,40.717373,-73.99943,10013,"https://www.google.com/maps/@40.717373,-73.99943,3a,20y,313.58h,86.06t/data=!3m6!1e1!3m4!1sZXnrDWTQYXdkFoYNzKpUaQ!2e0!7i16384!8i8192?entry=ttu"
93,17660549,0.5,Manhattan,2021-08-01,40.72552,-74.0042,10013,"https://www.google.com/maps/@40.72552,-74.0042,3a,20y,0.29h,92.30t/data=!3m6!1e1!3m4!1sNtvd0x65R3A0IH4suDztBw!2e0!7i16384!8i8192?entry=ttu"
94,17698645,0.5,Manhattan,2022-07-01,40.777565,-73.98234,10023,"https://www.google.com/maps/@40.777565,-73.98234,3a,20y,275.11h,91.29t/data=!3m6!1e1!3m4!1sxGHg8ap2OppucCxXzeuprg!2e0!7i16384!8i8192?entry=ttu"
95,18104581,0.5,Manhattan,2022-07-01,40.77748,-73.9824,10040,"https://www.google.com/maps/@40.77748,-73.9824,3a,20y,296.66h,89.68t/data=!3m6!1e1!3m4!1sVw2NF22zRLv5EGm3rChOfA!2e0!7i16384!8i8192?entry=ttu"
96,18209117,0.5,Manhattan,2021-09-01,40.76413,-73.96693,10065,"https://www.google.com/maps/@40.76413,-73.96693,3a,20y,220.99h,93.13t/data=!3m6!1e1!3m4!1scTfTSnUpO-W_kc_QjYn8-w!2e0!7i16384!8i8192?entry=ttu"
97,18459652,1.0,Manhattan,2022-07-01,40.71754,-73.99938,10013,"https://www.google.com/maps/@40.71754,-73.99938,3a,20y,226.42h,86.24t/data=!3m6!1e1!3m4!1syH-zUwQ3b5-yD53tpdp-Xw!2e0!7i16384!8i8192?entry=ttu"
98,18565115,0.5,Manhattan,2023-04-01,40.72125,-73.987755,10002,"https://www.google.com/maps/@40.72125,-73.987755,3a,20y,242.85h,88.85t/data=!3m6!1e1!3m4!1s20n7Qf2bo6jKGIiQXhqhDw!2e0!7i16384!8i8192?entry=ttu"
